ticker,event_date,event_type,alpha,beta
ADI,2025-05-02,S - Sale+OE,-0.0005787098872356367,1.096479606361378
ADI,2025-05-08,S - Sale,-0.0005252451683019439,1.1745272981165245
ADP,2024-11-08,S - Sale+OE,0.0011140902782169689,0.0908063213634697
ADP,2025-01-03,S - Sale,0.0008400828155916503,0.18152811659028104
ADP,2025-01-06,S - Sale+OE,0.00082076182854438,0.18024278802449573
ADP,2025-01-06,S - Sale,0.00082076182854438,0.18024278802449573
ADP,2025-01-07,S - Sale+OE,0.00077063641993185,0.18155440237417197
ADP,2025-01-08,S - Sale+OE,0.0008135888999994028,0.18661438195704871
ADP,2025-01-14,S - Sale+OE,0.0008125614630486215,0.18585444418323033
ADP,2025-01-15,S - Sale+OE,0.0007728197283981601,0.18804393721588394
ADP,2025-02-04,S - Sale,0.0008260614945179674,0.21480307303717822
ADP,2025-02-04,S - Sale+OE,0.0008260614945179674,0.21480307303717822
ADP,2025-02-12,S - Sale+OE,0.0008050204676400077,0.20263961813767437
ADP,2025-03-12,S - Sale+OE,0.0010339977372912426,0.1537665909681371
ADP,2025-04-02,S - Sale,0.0012501418966202565,0.17204460455107864
ADP,2025-04-14,S - Sale+OE,0.0008869921567110251,0.2109413388147117
ADP,2025-05-14,S - Sale+OE,0.0013818982849036195,0.36577826989296625
AMAT,2025-02-25,S - Sale,-0.0020130859426986183,1.6967668189531304
AMAT,2025-04-03,S - Sale,-0.0022061363915162283,1.6590210812694375
AMAT,2025-04-07,P - Purchase,-0.0019281656180105025,1.6432303535060218
AMZN,2024-11-05,S - Sale,-8.967525249826698e-05,1.0960506534042356
AMZN,2024-11-06,S - Sale,-0.00014474798893007268,1.0969404338022886
AMZN,2024-11-08,S - Sale,-3.298659084212738e-05,1.09893926153048
AMZN,2024-11-12,S - Sale,-3.0135860190326502e-05,1.0959023575831548
AMZN,2024-11-14,S - Sale,1.3182341998795369e-05,1.0895095875790244
AMZN,2024-11-19,S - Sale+OE,8.364982738990077e-05,1.088706285186431
AMZN,2024-11-25,S - Sale,-8.377902380529245e-05,1.0913211247960366
AMZN,2024-11-25,S - Sale+OE,-8.377902380529245e-05,1.0913211247960366
AMZN,2024-12-04,S - Sale,0.00028720840698169374,1.1110327724516953
AMZN,2024-12-06,S - Sale,0.0003412775078467407,1.117893010884488
AMZN,2024-12-11,S - Sale,0.00015447375393336428,1.1186488370759489
AMZN,2025-02-14,S - Sale,0.0001829872401593875,1.1052370006717727
AMZN,2025-02-19,S - Sale+OE,0.00014475166877075057,1.1128479663492872
AMZN,2025-02-25,S - Sale,0.00012951839733308556,1.1117942081837322
AMZN,2025-02-25,S - Sale+OE,0.00012951839733308556,1.1117942081837322
AMZN,2025-03-05,S - Sale,0.0003057059741336933,1.0662536629230084
AMZN,2025-04-03,S - Sale,9.876834369629327e-05,1.077334626623379
AMZN,2025-05-05,S - Sale,0.00032451313093102797,1.1333352116379976
AMZN,2025-05-14,S - Sale,8.516349924708852e-05,1.074911677207732
AMZN,2025-05-19,S - Sale+OE,-8.04758410865299e-05,1.068769422787029
AMZN,2025-05-23,S - Sale+OE,0.0001356763184093419,1.0833673767741463
ANET,2024-11-05,S - Sale+OE,0.0012580892473757388,1.680381332307861
ANET,2024-11-05,S - Sale,0.0012580892473757388,1.680381332307861
ANET,2024-11-06,S - Sale+OE,0.0011803450989071255,1.6828953727050893
ANET,2024-11-08,S - Sale,0.0012599988364086871,1.6890345906805542
ANET,2024-11-25,S - Sale,0.0007418317266119491,1.670769113514273
ANET,2024-12-04,S - Sale,0.0008333655412808343,1.6487746930001688
ANET,2024-12-10,S - Sale+OE,0.000525202847081826,1.6441868698638324
ANET,2024-12-11,S - Sale,0.00045073791270486925,1.6452940376477665
ANET,2025-01-06,S - Sale,0.0007781428068155383,1.6177593805759165
ANET,2025-01-08,S - Sale+OE,0.0009059650755034882,1.6048969621809726
ANET,2025-01-23,S - Sale,0.0008693687630442759,1.5962104543537285
ANET,2025-02-05,S - Sale,0.0010858703999143803,1.567163581687534
ANET,2025-02-10,S - Sale+OE,0.0009524262913552479,1.5675948979603551
ANET,2025-02-18,S - Sale,0.0012455236797628533,1.5261529243692966
ANET,2025-02-21,S - Sale,0.0014832938683011694,1.5274384913152725
ANET,2025-02-25,S - Sale,0.0014339550817876045,1.5215197676418115
ANET,2025-02-26,S - Sale,0.00043915354341422515,1.715264307228406
ANET,2025-02-28,S - Sale,0.0007091845719991241,1.7262914563369143
ANET,2025-03-05,S - Sale,0.001300913447169984,1.6978105656907598
ANET,2025-03-10,S - Sale+OE,0.0013205226864556052,1.684160252502969
ANET,2025-04-03,S - Sale,-0.00013584422619056756,1.737299954299239
ANET,2025-04-09,S - Sale+OE,7.902226181319525e-05,1.7279334903432728
ANET,2025-04-09,S - Sale,7.902226181319525e-05,1.7279334903432728
ANET,2025-04-24,S - Sale,0.0006471690996386681,1.7093230582180863
ANET,2025-05-05,S - Sale,0.00026579205041093426,1.7150609977139388
ANET,2025-05-08,S - Sale+OE,0.000667363230599052,1.6832368651083907
ANET,2025-05-23,S - Sale,-0.00013129343026796816,1.4112488250901947
APP,2024-11-14,S - Sale,0.005249678841272585,1.790826633407075
APP,2024-11-22,S - Sale,0.00571858257502349,1.782699922513049
APP,2024-11-22,S - Sale+OE,0.00571858257502349,1.782699922513049
APP,2024-11-25,S - Sale+OE,0.0056454340926280835,1.7787373733261114
APP,2024-11-26,S - Sale,0.005651548535638468,1.7804797456035941
APP,2024-11-29,S - Sale,0.005863716730340623,1.7815661121738136
APP,2024-12-02,S - Sale,0.005963874342088623,1.7531802563284433
APP,2024-12-03,S - Sale,0.005629935523126916,1.7307127827252757
APP,2024-12-05,S - Sale,0.0056697197226424625,1.784389787610534
APP,2024-12-10,S - Sale,0.008351313893219246,1.9649429779162677
APP,2024-12-10,S - Sale+OE,0.008351313893219246,1.9649429779162677
APP,2024-12-11,S - Sale,0.00822114418520107,1.9660650247586071
APP,2024-12-12,S - Sale+OE,0.008137968716307281,1.9580459761020723
APP,2024-12-12,S - Sale,0.008137968716307281,1.9580459761020723
APP,2024-12-23,S - Sale,0.00878966275107199,1.8684257337153074
APP,2025-02-24,S - Sale,0.006772200768791911,2.023796673133366
APP,2025-03-04,S - Sale+OE,0.007095538658487846,2.0121794269739866
APP,2025-03-12,S - Sale,0.007154906505978855,2.0043976937703687
APP,2025-05-14,S - Sale+OE,0.007505298127272513,1.9661744026846537
APP,2025-05-15,S - Sale,0.007574589637280078,1.9649364375796217
APP,2025-05-15,S - Sale+OE,0.007574589637280078,1.9649364375796217
APP,2025-05-21,S - Sale,0.007685935689431149,1.9661635903302104
APP,2025-05-22,S - Sale+OE,0.007848069593736351,1.9722965766493523
APP,2025-05-22,S - Sale,0.007848069593736351,1.9722965766493523
APP,2025-05-28,S - Sale,0.008385752546336873,1.9807877986041986
AVGO,2024-12-19,S - Sale,-0.0001510245620394854,1.991140394042534
AVGO,2024-12-26,S - Sale,-0.0001202351392945259,1.99578591978406
AVGO,2024-12-27,S - Sale,-0.00013964607350738377,1.991985854619899
AVGO,2025-01-06,S - Sale,-0.00032825333068796977,2.022809473072666
AVGO,2025-01-08,S - Sale,-0.00018949978097109355,2.029831877849259
AVGO,2025-01-10,S - Sale,-0.00013553653639601637,2.0270035738089707
AVGO,2025-03-26,S - Sale,0.0011793006297356203,2.125369245382785
AVGO,2025-03-28,S - Sale,0.0013333763897508135,2.1445314033297724
AVGO,2025-04-15,S - Sale,0.0017665454863852257,2.066122170484612
AVGO,2025-04-16,S - Sale,0.0018108729204564977,2.0633155833772197
AVGO,2025-05-16,S - Sale,0.0017909778970052214,1.75170502084336
CRM,2024-11-04,S - Sale,-0.00024852605197262325,0.9298809660153281
CRM,2024-11-06,S - Sale+OE,-0.00017531106860065623,0.9355006263869596
CRM,2024-11-22,S - Sale+OE,-0.00027709149981336955,0.8994962508225997
CRM,2024-11-25,S - Sale+OE,-0.00025768283886383253,0.8998749950899376
CRM,2024-11-26,S - Sale,-0.0003515736661199205,0.9016139480841597
CRM,2024-12-20,S - Sale+OE,1.714739464178639e-05,0.8937848316642397
CRM,2024-12-20,S - Sale,1.714739464178639e-05,0.8937848316642397
CRM,2024-12-23,S - Sale+OE,0.00016143757491920692,0.8923682328180371
CRM,2024-12-26,S - Sale+OE,0.0002110391900459743,0.8975030526880984
CRM,2024-12-26,S - Sale,0.0002110391900459743,0.8975030526880984
CRM,2024-12-27,S - Sale,0.0002981808816668413,0.8970461862449604
CRM,2025-01-03,S - Sale+OE,-2.6356766349771785e-05,0.8894438385172407
CRM,2025-01-16,S - Sale+OE,-3.780094955562277e-05,0.9242801273279075
CRM,2025-01-23,S - Sale+OE,-8.127236070218575e-05,0.9005155666024098
CRM,2025-02-04,S - Sale+OE,-8.470463416346995e-05,0.9080312393029519
CRM,2025-02-04,S - Sale,-8.470463416346995e-05,0.9080312393029519
CRM,2025-02-19,S - Sale+OE,-0.00025152391189050877,0.8803710684654722
CRM,2025-02-24,S - Sale+OE,-0.00014223468621906896,0.8653756089952731
CRM,2025-02-25,S - Sale+OE,-0.00012749965101333644,0.8649059443854696
CRM,2025-02-26,S - Sale,0.0002729660495307759,0.7933611151786093
CRM,2025-03-03,P - Purchase,0.00024015031874571326,0.8133863030727626
CRM,2025-03-04,S - Sale+OE,0.0005584590739384431,0.7750410260482901
CRM,2025-03-18,S - Sale+OE,0.00022260267676916173,0.7834839358631493
CRM,2025-03-27,S - Sale,0.00012269184162477884,0.7937127380344157
CRM,2025-03-25,S - Sale+OE,0.00016680751418857403,0.7937521933235006
CRM,2025-04-04,P - Purchase,-3.138501284279582e-05,0.7993075221353338
CRM,2025-04-17,S - Sale,0.0011676845436500473,0.7714731581323939
CRM,2025-04-24,S - Sale+OE,0.0008974196845098737,0.7785108360111541
CRM,2025-05-05,S - Sale,0.0008898827422867467,0.8331406776511464
CRM,2025-05-15,S - Sale+OE,0.00040644880209000683,0.8038415142416209
CRM,2025-05-23,S - Sale+OE,0.0005611221031829319,0.8385073853046037
CRM,2025-05-28,S - Sale,0.0006716060450855609,0.8411716428089668
CRWD,2024-11-08,S - Sale,8.199959268207185e-05,1.355010556494922
CRWD,2024-11-15,S - Sale,6.268494216795301e-05,1.3427958548585788
CRWD,2024-12-02,S - Sale+OE,-0.0005684758921738324,1.3222866373424398
CRWD,2024-12-04,S - Sale,-0.0006164791321902306,1.320442152750048
CRWD,2024-12-06,S - Sale+OE,-0.0006324086970476209,1.3271094291969066
CRWD,2024-12-16,S - Sale,-0.00034058534840534344,1.3272597618514794
CRWD,2024-12-18,S - Sale+OE,-0.00023306319995880674,1.3247608804438462
CRWD,2024-12-26,S - Sale,-0.0002774494361354713,1.3151258688632392
CRWD,2025-01-03,S - Sale,-0.000714806804882531,1.3271679454693537
CRWD,2025-01-16,S - Sale,-0.0004154956528183454,1.3171740248813184
CRWD,2025-02-06,S - Sale,-0.0003999360244548304,1.3515186215763384
CRWD,2025-02-11,S - Sale,-0.0003597179471223011,1.3482306280593654
CRWD,2025-02-18,S - Sale,-0.0001384757449036378,1.3572635697620643
CRWD,2025-02-19,S - Sale,-0.0003785674396263452,1.3433061092657836
CRWD,2025-03-04,S - Sale,0.0003505669950010541,1.350434918497951
CRWD,2025-03-17,S - Sale,0.0008570875826888734,1.335684698453828
CRWD,2025-03-25,S - Sale,0.0002777455728399329,1.3731209850116084
CRWD,2025-04-02,S - Sale,0.0005225696683759094,1.355899635147429
CRWD,2025-04-08,S - Sale,-0.0004762244052227855,1.3350331393225392
CRWD,2025-04-10,S - Sale+OE,9.863483081094495e-05,1.3429572040797821
CRWD,2025-04-16,S - Sale,0.0003766507086839662,1.3689103424978248
CRWD,2025-04-22,S - Sale,0.0008252247589246419,1.3480880213041404
CRWD,2025-04-28,S - Sale,0.0003653260422428556,1.3057068001525232
CRWD,2025-05-02,S - Sale,0.0002358478289614155,1.3032768802721133
CRWD,2025-05-06,S - Sale,0.0002677008340589832,1.2828837200710614
CRWD,2025-05-28,S - Sale,0.0014554811112137173,1.2910046755095392
CSCO,2024-11-19,S - Sale,0.0003419783973173451,0.3568324260101544
CSCO,2024-11-21,S - Sale,0.00034208831817760606,0.3575748663137754
CSCO,2024-12-02,S - Sale,0.00023918921516954234,0.3591588115277595
CSCO,2024-12-06,S - Sale,0.0003351018078416657,0.3769123346879136
CSCO,2024-12-12,S - Sale,0.00035136221852226693,0.3760439521481541
CSCO,2025-02-18,S - Sale,0.0007804855549993551,0.37413151993332905
CSCO,2025-02-24,S - Sale,0.0010097400272663772,0.36846799658386337
CSCO,2025-02-27,S - Sale,0.000697506647799234,0.40281706883436974
CSCO,2025-03-12,S - Sale,0.001009311469809808,0.40254340950063305
CSCO,2025-05-20,S - Sale,0.001265542001124995,0.6228734826421587
CSCO,2025-05-29,S - Sale,0.001288385518762915,0.62502667500212
DELL,2024-11-19,S - Sale+OE,0.0010950130962405543,1.7273683919189458
DELL,2024-11-26,S - Sale,0.0009491510585327175,1.7050975029869435
DELL,2024-12-04,S - Sale,0.0015078535833952275,1.6804380498889129
DELL,2024-12-09,S - Sale+OE,0.0013897517930222634,1.6514825330738163
DELL,2024-12-09,S - Sale,0.0013897517930222634,1.6514825330738163
DELL,2024-12-11,S - Sale,0.0013556351867576295,1.6547435549916973
DELL,2024-12-17,S - Sale+OE,0.001213263446183042,1.667802793762694
DELL,2025-01-08,S - Sale+OE,0.0006613807362142851,1.6627257689097035
DELL,2025-01-08,S - Sale,0.0006613807362142851,1.6627257689097035
DELL,2025-01-24,S - Sale+OE,-0.001080597217515013,1.5367657212851427
DELL,2025-02-20,S - Sale+OE,-0.0016675871217279585,1.5170766463312875
DELL,2025-04-01,S - Sale,-0.0019148106582958764,1.5668741379156177
DELL,2025-05-16,S - Sale,-0.0014052855000016716,1.5062346261790975
EBAY,2024-11-06,S - Sale,0.0021683214709075508,0.22964162867622956
EBAY,2024-11-19,S - Sale+OE,0.001960958250274387,0.22006486474640619
EBAY,2024-11-27,S - Sale,0.0020428805490378954,0.2107158704958434
EBAY,2024-12-05,S - Sale,0.0019376497105887396,0.29845971451611625
EBAY,2024-12-17,S - Sale+OE,0.001861333507115035,0.271173572316146
EBAY,2025-01-06,S - Sale,0.0017993692330005517,0.2321746773003649
EBAY,2025-01-17,S - Sale+OE,0.0013451676503301287,0.23336673292476498
EBAY,2025-02-05,S - Sale,0.000763639177528437,0.2672228363332453
EBAY,2025-02-19,S - Sale+OE,0.0011197861122262658,0.300190165569915
EBAY,2025-03-05,S - Sale,0.0013953195441211077,0.24794142295690147
EBAY,2025-03-18,S - Sale+OE,0.0013208971102848428,0.2470650773547518
EBAY,2025-03-20,S - Sale,0.0014313736952351512,0.2305746467440904
EBAY,2025-04-03,S - Sale,0.0012422569039555222,0.2995897131666826
EBAY,2025-04-07,S - Sale,0.0016565373967125073,0.2836698707274619
EBAY,2025-04-17,S - Sale+OE,0.0012785721319247274,0.35895148378113295
EBAY,2025-05-05,S - Sale+OE,0.00152428899937473,0.3559457988770145
EBAY,2025-05-06,S - Sale,0.0012798770972920408,0.40880440693489983
EBAY,2025-05-08,S - Sale,0.0010094830002332182,0.4153831549535949
EBAY,2025-05-13,S - Sale+OE,0.0012038585696625202,0.38558757053672627
EBAY,2025-05-22,S - Sale,0.0015301685615397792,0.38817397717207625
EBAY,2025-05-23,S - Sale+OE,0.0015324235482548096,0.3867609791691872
GOOGL,2024-11-01,S - Sale,0.00035160916401549456,0.9102558535467449
GOOGL,2024-11-04,S - Sale,0.00024497140183094045,0.9048661781922092
GOOGL,2024-11-06,S - Sale,1.3032356603744858e-07,0.9252439562163909
GOOGL,2024-11-07,S - Sale,-0.00011532314808731186,0.9197973227977245
GOOGL,2024-11-12,S - Sale,-3.202469018362468e-05,0.9216027671535565
GOOGL,2024-11-18,S - Sale,-0.00018738697048084513,0.9272499049206369
GOOGL,2024-11-21,S - Sale,-6.553352259677998e-05,0.9212267242235384
GOOGL,2024-12-02,S - Sale,0.00015493459096511876,0.9082933743862104
GOOGL,2024-12-10,S - Sale,-9.576853236005722e-05,0.917456964092761
GOOGL,2024-12-13,S - Sale,-5.392159734353364e-05,0.91786726359177
GOOGL,2024-12-17,S - Sale,0.0002390573444195802,0.873399951630901
GOOGL,2025-01-02,S - Sale,0.0001366363803416773,0.8828218436212161
GOOGL,2025-01-03,S - Sale,0.0001613404991967292,0.8792453607564257
GOOGL,2025-01-13,S - Sale,0.000659420014998199,0.8935662857441042
GOOGL,2025-01-15,S - Sale,0.0008039717283146721,0.9180526705637866
GOOGL,2025-01-30,S - Sale,0.0007626313392805402,0.9630891698410808
GOOGL,2025-01-31,S - Sale,0.0006450179267256916,0.9656297540405772
GOOGL,2025-02-03,S - Sale,0.0006596166668177156,0.9645133694531169
GOOGL,2025-02-19,S - Sale,0.0003792768040133464,0.9601685910967535
GOOGL,2025-02-20,S - Sale,0.000399132513957692,0.9609180085724931
GOOGL,2025-02-21,S - Sale,0.0004349913779024841,0.9482099157899495
GOOGL,2025-02-28,S - Sale,0.0002721567005903962,0.9555784798896371
GOOGL,2025-03-03,S - Sale,0.0003706064419107118,0.9596579488320955
GOOGL,2025-03-13,S - Sale,-0.00021805563504435444,0.9852733553823454
GOOGL,2025-03-27,S - Sale,-0.000544819712939772,0.9428751153413254
GOOGL,2025-03-31,S - Sale,-0.0005239283793058147,0.9379503995924352
GOOGL,2025-04-01,S - Sale,-0.0004936282600622908,0.9323883274048881
GOOGL,2025-04-04,S - Sale,-0.0003143244104047495,0.9112083895542589
GOOGL,2025-04-14,S - Sale,-0.00039695317892780803,0.9234127903003331
GOOGL,2025-04-18,S - Sale,-0.0004124478827236604,0.9250459800236337
GOOGL,2025-05-01,S - Sale,-0.0004722948875849817,0.9654024672101308
GOOGL,2025-05-09,S - Sale,-0.00038463147855034006,0.8809320910198394
GOOGL,2025-05-15,S - Sale,-0.0004984947075226437,0.8826311009476993
GOOGL,2025-05-23,S - Sale,-0.0004609807407559769,0.878811776188841
IBM,2024-11-08,S - Sale,0.0016086181239127573,0.42204339228589793
IBM,2024-11-13,P - Purchase,0.0015650133656277287,0.4254461492023514
IBM,2025-02-28,P - Purchase,0.0009334991439824615,0.3396509326099798
IBM,2025-03-03,S - Sale,0.0016500682673352871,0.3371924065436423
INTC,2024-11-06,P - Purchase,-0.0043213353963193245,1.4628051096565233
INTC,2024-11-08,S - Sale,-0.004511022174441634,1.4561496985880282
LRCX,2024-11-04,S - Sale,-0.001258108308169513,1.8482694017003494
LRCX,2025-02-21,S - Sale+OE,-0.0022384218723444245,1.723378308921927
META,2024-11-01,S - Sale+OE,0.0018732334260502586,1.1781822393278298
META,2024-11-05,S - Sale,0.0017363920657315793,1.1787234546859273
META,2024-11-07,S - Sale,0.0015929052014203209,1.1829946951115713
META,2024-11-19,S - Sale+OE,0.001303850812279901,1.1791853409989002
META,2024-11-21,S - Sale,0.0012419408392028669,1.1955645047456582
META,2024-11-26,S - Sale,0.0011790436111184656,1.1885578439306466
META,2024-11-27,S - Sale,0.0011936861756830276,1.1930983372629287
META,2024-12-04,S - Sale,0.0010922743207006642,1.2004125367826863
META,2024-12-04,S - Sale+OE,0.0010922743207006642,1.2004125367826863
META,2024-12-05,S - Sale,0.0011504491536227677,1.2026041360865969
META,2024-12-09,S - Sale+OE,0.0010197204640243571,1.1702858004279815
META,2024-12-11,S - Sale,0.0008831654535134337,1.1714948094779385
META,2024-12-11,S - Sale+OE,0.0008831654535134337,1.1714948094779385
META,2024-12-12,S - Sale,0.0008824465046194985,1.169976598628736
META,2024-12-16,S - Sale+OE,0.0008276570714930432,1.1725762562646254
META,2024-12-18,S - Sale,-7.265021161471507e-05,1.0739253332408936
META,2024-12-18,S - Sale+OE,-7.265021161471507e-05,1.0739253332408936
META,2024-12-19,S - Sale,8.835081752677209e-05,1.0707719520242283
META,2024-12-23,S - Sale+OE,6.045510066939616e-05,1.0629308251197573
META,2024-12-26,S - Sale,0.00014277404874204786,1.0708242727405461
META,2024-12-26,S - Sale+OE,0.00014277404874204786,1.0708242727405461
META,2024-12-30,S - Sale+OE,0.00014730362050076296,1.0738189971882393
META,2025-01-02,S - Sale,8.72049615561199e-05,1.0729246250666147
META,2025-01-06,S - Sale+OE,0.00021306593267602324,1.0676080784205197
META,2025-01-08,S - Sale,0.00024703664094271975,1.0642426952346575
META,2025-01-08,S - Sale+OE,0.00024703664094271975,1.0642426952346575
META,2025-01-10,S - Sale,0.00020206109524427743,1.0668715343320818
META,2025-01-13,S - Sale+OE,0.00028131481808975226,1.0648557092200386
META,2025-01-15,S - Sale,0.00028235865445538867,1.0644730191247982
META,2025-01-15,S - Sale+OE,0.00028235865445538867,1.0644730191247982
META,2025-01-16,S - Sale,0.0001792218212996254,1.0635897228451983
META,2025-01-21,S - Sale+OE,9.145821583333134e-05,1.055776542387412
META,2025-01-22,S - Sale+OE,9.40039746790142e-05,1.0544778564438
META,2025-01-23,S - Sale,5.7313275256336955e-05,1.0535778064838692
META,2025-01-27,S - Sale+OE,-7.84145454920238e-05,1.0398140188242162
META,2025-01-29,S - Sale,1.560254736698006e-05,1.0225872262370181
META,2025-01-29,S - Sale+OE,1.560254736698006e-05,1.0225872262370181
META,2025-01-30,S - Sale,8.33129310431447e-05,1.0162951676807672
META,2025-02-03,S - Sale+OE,0.00012362111062714788,1.0145292013447
META,2025-02-05,S - Sale,0.00015239031325811484,1.0023624833044904
META,2025-02-05,S - Sale+OE,0.00015239031325811484,1.0023624833044904
META,2025-02-06,S - Sale,0.00026070263440389994,1.0123096922811623
META,2025-02-10,S - Sale+OE,0.00018083461191813698,1.0132736452176618
META,2025-02-12,S - Sale+OE,0.00037859252956285567,0.996238863209381
META,2025-02-13,S - Sale,0.0003171581271014866,1.0001192638468677
META,2025-02-18,S - Sale+OE,0.00039842180101405395,1.0105546724656693
META,2025-02-19,S - Sale+OE,0.00022327590672243313,1.0119763005407787
META,2025-02-24,S - Sale+OE,9.310978924086328e-06,1.0153472032222708
META,2025-02-26,S - Sale,0.0005444580159363636,0.9568253295450884
META,2025-02-27,S - Sale,0.00048287314165855434,0.9622915891716297
META,2025-02-28,S - Sale,0.0005686423514560054,0.9662403448009423
META,2025-03-03,S - Sale,0.000666640224918785,0.9630632870876412
META,2025-03-04,S - Sale,0.0007288673953763196,0.9582497305531659
META,2025-03-05,S - Sale,0.0008563054609895294,0.9478933216061747
META,2025-03-06,S - Sale,0.0008447757084266061,0.9456641085643887
META,2025-03-12,S - Sale,0.0009337891436503315,0.9195167475990581
META,2025-03-13,S - Sale,0.0009990434808816572,0.9185204087046916
META,2025-03-19,S - Sale,0.0015394284791348228,0.9082944850368317
META,2025-03-20,S - Sale,0.0013224938381900882,0.9124994582407107
META,2025-03-27,S - Sale,0.001161036902389525,0.9184726585107448
META,2025-03-26,S - Sale,0.0011064487691066192,0.9162258923710438
META,2025-04-02,S - Sale,0.0011646815119188728,0.917830681867168
META,2025-04-03,S - Sale,0.0011864159627449889,0.9201537450755121
META,2025-04-09,S - Sale,0.0012702121660878164,0.9465895390858627
META,2025-04-10,S - Sale,0.0012828897046513244,0.9507886730197197
META,2025-04-16,S - Sale,0.00098056564400104,0.9760269272014499
META,2025-04-17,S - Sale,0.0009530886285524993,0.969225285415316
META,2025-04-23,S - Sale,0.0010514750438223037,0.9776193065269989
META,2025-04-24,S - Sale,0.0009995197657318591,0.9683197926606966
META,2025-04-30,S - Sale,0.0007702245033678883,0.985415549408842
META,2025-05-01,S - Sale,0.0008723945752023447,0.9930580864110192
META,2025-05-06,S - Sale,0.0008028766482865139,1.0285683312110399
META,2025-05-07,S - Sale,0.0009844935318666355,1.029679235928262
META,2025-05-08,S - Sale,0.00097442519660261,1.0267299167141695
META,2025-05-14,S - Sale,0.0006146165852939083,1.0776494912767678
META,2025-05-15,S - Sale,0.0004769642188014937,1.0772900608123375
META,2025-05-19,S - Sale+OE,0.0006064640730133497,1.078167612366104
META,2025-05-21,S - Sale,0.0006341558380013383,1.0834414861602948
META,2025-05-22,S - Sale,0.00045306861897526996,1.0811159900762077
META,2025-05-29,S - Sale,0.0007673954187898929,1.0768887872759287
MSFT,2024-11-12,S - Sale,-0.00023964926899597446,0.8406920505677986
MSFT,2024-11-25,S - Sale,-0.00028048507448975965,0.8340546545203988
MSFT,2024-12-02,S - Sale,-0.0006005891392850808,0.8763098789957535
MSFT,2024-12-05,S - Sale,-0.0005643880756309075,0.8770011503764417
MSFT,2024-12-10,S - Sale,-0.0006851023506780798,0.8716382313401967
MSFT,2025-05-06,S - Sale,-0.0005430208047854228,0.7426256587478656
MSFT,2025-05-16,S - Sale,-0.0005559256758343663,0.7657266859124597
MSFT,2025-05-20,S - Sale,-0.0006966576566740172,0.764968372364689
MSFT,2025-05-22,S - Sale,-0.0007066849206139409,0.7656435687020109
MU,2024-12-26,S - Sale,-0.00013548963143982944,1.7722726319099158
MU,2025-01-10,S - Sale,-0.000546128122589324,1.7683360424796777
MU,2025-02-19,S - Sale,-0.0019414304780219671,1.7640081590097758
MU,2025-03-05,S - Sale,-0.0028049853760482076,1.7907703173998
MU,2025-03-18,S - Sale,-0.0022023453481752947,1.7896130690692043
MU,2025-03-27,S - Sale,-0.00189200239458547,1.8109501343041128
MU,2025-05-06,S - Sale,-0.0022528224169955993,1.8194698473485285
NOW,2024-11-06,S - Sale,0.0005604456618592087,1.0020585023590407
NOW,2024-11-12,S - Sale,0.0006300923819856411,1.0038413657290675
NOW,2024-11-12,S - Sale+OE,0.0006300923819856411,1.0038413657290675
NOW,2024-11-14,S - Sale+OE,0.0004749425322239494,1.009066404235706
NOW,2024-11-18,S - Sale,0.0005519488119354462,0.9981455544099367
NOW,2024-11-19,S - Sale+OE,0.0005177286535840785,0.9977460505866875
NOW,2024-11-21,S - Sale,0.0004744652642047273,0.9885803171945373
