date,market_return
2024-10-01,-0.015328382112681838
2024-10-02,0.000824090980865666
2024-10-03,-0.0003703558019848563
2024-10-04,0.012242619624335926
2024-10-07,-0.011795732314343055
2024-10-08,0.01445106955545672
2024-10-09,0.005978094784393262
2024-10-10,-0.0005231007327147763
2024-10-11,0.003330516505153147
2024-10-14,0.00870907306913593
2024-10-15,-0.010112022354858197
2024-10-16,0.002811279069593775
2024-10-17,0.000355489105901885
2024-10-18,0.006310213953266919
2024-10-21,0.0027290541004474367
2024-10-22,0.00214453854812513
2024-10-23,-0.016314472583482398
2024-10-24,0.007596569436006506
2024-10-25,0.005599587049413213
2024-10-28,0.002623311348128654
2024-10-29,0.00783966508460976
2024-10-30,-0.005601545069538139
2024-10-31,-0.027557031087636963
2024-11-01,0.008000460240717544
2024-11-04,-0.0032861686554399583
2024-11-05,0.014256860922954528
2024-11-06,0.029518724734147517
2024-11-07,0.0150652237858655
2024-11-08,0.0008987464377530063
2024-11-11,0.0006211751877069904
2024-11-12,-0.000899507284966572
2024-11-13,-0.0026284235830008607
2024-11-14,-0.006399672399173273
2024-11-15,-0.022374872957156677
2024-11-18,0.005979159201779272
2024-11-19,0.010411990678702132
2024-11-20,-0.0011233764864474471
2024-11-21,0.00033107931651232825
2024-11-22,0.0016460983300286003
2024-11-25,0.0026936642209673956
2024-11-26,0.006269322569991687
2024-11-27,-0.005936086733931978
2024-11-29,0.008273110081539414
2024-12-02,0.009666856814682268
2024-12-03,0.003966251232281781
2024-12-04,0.01304913283496889
2024-12-05,-0.0017663625312623887
2024-12-06,0.008096835652052103
2024-12-09,-0.006197457524939054
2024-12-10,-0.0025054464613958327
2024-12-11,0.017658665535963847
2024-12-12,-0.006591040785879021
2024-12-13,0.0011998719560866178
2024-12-16,0.01240394370741793
2024-12-17,-0.00321356347816526
2024-12-18,-0.03562429443583959
2024-12-19,-0.0010271871739683247
2024-12-20,0.010314997956417882
2024-12-23,0.00982400160619945
2024-12-24,0.013470862885252899
2024-12-26,-0.0005377372076803555
2024-12-27,-0.014901334813076983
2024-12-30,-0.011927790534834837
2024-12-31,-0.00903175989823235
2025-01-02,-0.001553535689448271
2025-01-03,0.017680325421069565
2025-01-06,0.01239958989876877
2025-01-07,-0.018892582443783112
2025-01-08,-0.000554079302387156
2025-01-10,-0.01628686998448936
2025-01-13,-0.003837421278994335
2025-01-14,-0.002289855211858427
2025-01-15,0.024513246600664118
2025-01-16,-0.008863685277409328
2025-01-17,0.01509493188909139
2025-01-21,0.006448231967207674
2025-01-22,0.012783487788161407
2025-01-23,0.0022159573527285037
2025-01-24,-0.004955644440254314
2025-01-27,-0.03069366899092285
2025-01-28,0.020254534552450076
2025-01-29,-0.0051318352135546474
2025-01-30,0.0025177710384303165
2025-01-31,-0.0027594368831531657
2025-02-03,-0.011997413936106094
2025-02-04,0.01351377483662497
2025-02-05,0.0019492474205637933
2025-02-06,0.005060861556485108
2025-02-07,-0.013570633401157828
2025-02-10,0.009776429146874044
2025-02-11,-0.0035715325966498845
2025-02-12,0.0003100125914030638
2025-02-13,0.015047947603236134
2025-02-14,0.004067500652163103
2025-02-18,0.0007235432730370306
2025-02-19,0.0007479686681528541
2025-02-20,-0.0046813649111873135
2025-02-21,-0.02195880763092417
2025-02-24,-0.012143001410622967
2025-02-25,-0.013508581548304033
2025-02-26,0.0025684924475790627
2025-02-27,-0.02782870850894581
2025-02-28,0.016331563687400408
2025-03-03,-0.026374620756663858
2025-03-04,-0.0035437943047462728
2025-03-05,0.014633194908524993
2025-03-06,-0.026059274883519334
2025-03-07,0.007026349676013233
2025-03-10,-0.040002833692822315
2025-03-11,-0.001844522114810565
2025-03-12,0.012178733439950351
2025-03-13,-0.01957336017705169
2025-03-14,0.026069457524154904
2025-03-17,0.0030736755857529996
2025-03-18,-0.017100725880162315
2025-03-19,0.014092107114519692
2025-03-20,-0.003332708361115988
2025-03-21,0.0052239345603362075
2025-03-24,0.022747295735711326
2025-03-25,0.004578119137620407
2025-03-26,-0.02040513973417113
2025-03-27,-0.005307007694424604
2025-03-28,-0.027018550378617556
2025-03-31,-0.0013681917240805364
2025-04-01,0.008705650385741004
2025-04-02,0.008662527433463518
2025-04-03,-0.05968060766968586
2025-04-04,-0.05817425293064171
2025-04-07,0.0009924259002549451
2025-04-08,-0.02149227881944238
2025-04-09,0.12163161348672213
2025-04-10,-0.043075119311905774
2025-04-11,0.020573869620679863
2025-04-14,0.006398982403674314
2025-04-15,-0.0004937502016194584
2025-04-16,-0.03067256456549472
2025-04-17,-0.0012699918771302832
2025-04-21,-0.025515063117136583
2025-04-22,0.027063337345606397
2025-04-23,0.025007383940334194
2025-04-24,0.02741123349732466
2025-04-25,0.012635436155963742
2025-04-28,-0.0009669592300730612
2025-04-29,0.005481327642628653
2025-04-30,-0.0008579230254012193
2025-05-01,0.015155063640452937
2025-05-02,0.015075046601202846
2025-05-05,-0.00742531069797947
2025-05-06,-0.008662743613326751
2025-05-07,0.00274171462716688
2025-05-08,0.010710269107760961
2025-05-09,4.346780245101378e-05
2025-05-12,0.043472776122114976
2025-05-13,0.016129170333668563
2025-05-14,0.007192007205055306
2025-05-15,-0.001801356643215457
2025-05-16,0.005168357125659773
2025-05-19,0.000227021264460614
2025-05-20,-0.00378601378528598
2025-05-21,-0.01410825840612473
2025-05-22,0.0028135760347527405
2025-05-23,-0.009961528296397737
2025-05-27,0.024654107822710714
2025-05-28,-0.00511588539944674
2025-05-29,0.003922827339664758
2025-05-30,-0.0032384247576783265
